cid,cname,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,PctVotes
11,LAWSPET,1,V. SAMINATHAN,Bharatiya Janata Party,8712,179,8891,33.88
11,LAWSPET,2,M. VAITHIANATHAN,Indian National Congress,14281,311,14592,55.6
11,LAWSPET,3,N. CAMATCHY,Amma Makkal Munnettra Kazagam,70,1,71,0.27
11,LAWSPET,4,P.V. GOPI KANNAN,Indiya Jananayaka Katchi,32,1,33,0.13
11,LAWSPET,5,D. SATHIYAMOORTHY,Makkal Needhi Maiam,812,13,825,3.14
11,LAWSPET,6,NIRMAL SINGH,Naam Tamilar Katchi,1148,20,1168,4.45
11,LAWSPET,7,A. BOOPALAN,Desiya Murpokku Dravida Kazhagam,72,1,73,0.28
11,LAWSPET,8,ANNA DURAI. M,Independent,20,0,20,0.08
11,LAWSPET,9,KARUNAKARAN,Independent,20,0,20,0.08
11,LAWSPET,10,P. SENTHIL KUMAR,Independent,67,2,69,0.26
11,LAWSPET,11,C. PANDIAN,Independent,59,1,60,0.23
11,LAWSPET,12,NOTA,None of the Above,402,21,423,1.61
12,KALAPET,1,P.M.L. KALYANASUNDARAM,Bharatiya Janata Party,13052,225,13277,44.63
12,KALAPET,2,S. MOUTTOUVEL,Dravida Munnetra Kazhagam,3670,99,3769,12.67
12,KALAPET,3,P. KALIAMURTHY,Amma Makkal Munnettra Kazagam,37,2,39,0.13
12,KALAPET,4,K. KAMARAJ,Naam Tamilar Katchi,1296,25,1321,4.44
12,KALAPET,5,R. CHANDRAMOHAN,Makkal Needhi Maiam,673,12,685,2.3
12,KALAPET,6,S. HARIHARAN,Desiya Murpokku Dravida Kazhagam,156,1,157,0.53
12,KALAPET,7,C. ASOKUMAR @ RAJKUMAR,Independent,96,1,97,0.33
12,KALAPET,8,L. SUBBULAKSHMI,Independent,31,0,31,0.1
12,KALAPET,9,BALASOUBREMANIANE. A,Independent,36,0,36,0.12
12,KALAPET,10,A. SENTHIL @ RAMESH,Independent,9652,117,9769,32.84
12,KALAPET,11,E. VIGNESH,Independent,63,0,63,0.21
12,KALAPET,12,S. VENGADESSAPEROUMAL,Independent,54,0,54,0.18
