cid,cname,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,PctVotes
1,RATABARI,1,BIJOY MALAKAR,Bharatiya Janata Party,46890,0,46890,55.74
1,RATABARI,2,SAMBHU SING MALLAH,Indian National Congress,35179,0,35179,41.82
1,RATABARI,3,SANCHITA SUKLA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),427,0,427,0.51
1,RATABARI,4,DIPENDRA DAS,Independent,109,0,109,0.13
1,RATABARI,5,BIKASH LAL DHUBI,Independent,151,0,151,0.18
1,RATABARI,6,BISHNU DHARI MALAH,Independent,137,0,137,0.16
1,RATABARI,7,BEBUL DAS,Independent,205,0,205,0.24
1,RATABARI,8,SUJIT ROY,Independent,351,0,351,0.42
1,RATABARI,9,NOTA,None of the Above,670,0,670,0.8
2,PATHARKANDI,1,KRISHNENDU PAUL,Bharatiya Janata Party,38806,0,38806,45.67
2,PATHARKANDI,2,SACHIN SAHOO,Indian National Congress,43344,0,43344,51.02
2,PATHARKANDI,3,SABBIR AHMED,Asom Gana Parishad,298,0,298,0.35
2,PATHARKANDI,4,JAYANTA SINHA,Republican Party of India,98,0,98,0.12
2,PATHARKANDI,5,NURUL ISLAM,All India Forward Bloc,44,0,44,0.05
2,PATHARKANDI,6,BULU CHANDA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),41,0,41,0.05
2,PATHARKANDI,7,MD. BAHAR UDDIN,Rashtriya Ulama Council,52,0,52,0.06
2,PATHARKANDI,8,HUMAYUN KABIR,Assam Jatiya Parishad,140,0,140,0.16
2,PATHARKANDI,9,IBRAHIM ALI,Independent,108,0,108,0.13
2,PATHARKANDI,10,YEAFUS ALI,Independent,65,0,65,0.08
2,PATHARKANDI,11,CHANDAN DAS,Independent,59,0,59,0.07
2,PATHARKANDI,12,YASHOBANTA KUAMR DAS,Independent,80,0,80,0.09
2,PATHARKANDI,13,SANJOY KUMAR MALAKAR,Independent,99,0,99,0.12
2,PATHARKANDI,14,SAHIN UZ JAMAN,Independent,389,0,389,0.46
2,PATHARKANDI,15,SHIHAB UDDIN AHMED,Independent,621,0,621,0.73
2,PATHARKANDI,16,NOTA,None of the Above,718,0,718,0.85
3,KARIMGANJ NORTH,1,KAMALAKHYA DEY PURKAYASTHA,Indian National Congress,37194,623,37817,40.45
3,KARIMGANJ NORTH,2,DR MANASH DAS,Bharatiya Janata Party,29346,809,30155,32.26
3,KARIMGANJ NORTH,3,AHAD UDDIN,Rashtriya Ulama Council,172,2,174,0.19
3,KARIMGANJ NORTH,4,GOPAL CHANDRA PAUL,Samajwadi Party,52,0,52,0.06
3,KARIMGANJ NORTH,5,NAZRUL ISLAM CHOUDHURY,All India Forward Bloc,435,6,441,0.47
3,KARIMGANJ NORTH,6,SUJIT KUMAR PAUL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),96,4,100,0.11
3,KARIMGANJ NORTH,7,ABDUL JABBAR CHOUDHURY,Independent,81,1,82,0.09
3,KARIMGANJ NORTH,8,JAKIR HUSSAIN,Independent,381,1,382,0.41
3,KARIMGANJ NORTH,9,MD JUBAIR AHMED CHOUDHURY,Independent,79,4,83,0.09
3,KARIMGANJ NORTH,10,DEBAJYOTI DEB ROY (SUJAN),Independent,363,16,379,0.41
3,KARIMGANJ NORTH,11,NAZIM UDDIN KHAN,Independent,276,1,277,0.3
3,KARIMGANJ NORTH,12,MOHAMMAD ABDUL BATIN,Independent,58,0,58,0.06
3,KARIMGANJ NORTH,13,RUHUL QUDDUS,Independent,78,1,79,0.08
3,KARIMGANJ NORTH,14,LUTFUR RAHMAN,Independent,330,1,331,0.35
3,KARIMGANJ NORTH,15,SAHABUL ISLAM CHOUDHURY,Independent,22142,128,22270,23.82
3,KARIMGANJ NORTH,16,NOTA,None of the Above,801,8,809,0.87
4,KARIMGANJ SOUTH,1,AZIZ AHMED KHAN,Asom Gana Parishad,15358,0,15358,41.48
4,KARIMGANJ SOUTH,2,SIDDEQUE AHMED,Indian National Congress,20225,0,20225,54.62
4,KARIMGANJ SOUTH,3,PRONAB KUMAR ROY,Rashtriya Lok Samta Party,220,0,220,0.59
4,KARIMGANJ SOUTH,4,ABU SUFIAN,Independent,32,0,32,0.09
4,KARIMGANJ SOUTH,5,ABDUL BASIT,Independent,26,0,26,0.07
4,KARIMGANJ SOUTH,6,SUFIAN AHMED,Independent,179,0,179,0.48
4,KARIMGANJ SOUTH,7,JAHARUL HAQUE,Independent,32,0,32,0.09
4,KARIMGANJ SOUTH,8,FORZAN KHAN,Independent,29,0,29,0.08
4,KARIMGANJ SOUTH,9,FAIZ AHMED,Independent,42,0,42,0.11
4,KARIMGANJ SOUTH,10,BIMAL KRISHNA DAS,Independent,112,0,112,0.3
4,KARIMGANJ SOUTH,11,BILAL AHMED,Independent,37,0,37,0.1
4,KARIMGANJ SOUTH,12,RAJESH DEY PURKAYASTHA,Independent,54,0,54,0.15
4,KARIMGANJ SOUTH,13,SHAMIM AHMED CHOUDHURY,Independent,55,0,55,0.15
4,KARIMGANJ SOUTH,14,SAYED ALI AHMED,Independent,96,0,96,0.26
4,KARIMGANJ SOUTH,15,HUSSAIN AHMED,Independent,254,0,254,0.69
4,KARIMGANJ SOUTH,16,NOTA,None of the Above,278,0,278,0.75
5,BADARPUR,1,ABDUL AZIZ,All India United Democratic Front,47683,544,48227,55.13
5,BADARPUR,2,BISWARUP BHATTACHARJEE,Bharatiya Janata Party,34615,535,35150,40.18
5,BADARPUR,3,NIZAM UDDIN,Rashtriya Ulama Council,188,3,191,0.22
5,BADARPUR,4,SAHAB UDDIN,Assam Jatiya Parishad,1505,12,1517,1.73
5,BADARPUR,5,OLIOUR RAHAMAN TAPADAR,Independent,44,0,44,0.05
5,BADARPUR,6,ABDUL MALIK,Independent,174,1,175,0.2
5,BADARPUR,7,ABDUL HASIB,Independent,99,2,101,0.12
5,BADARPUR,8,ABDUS SUKKUR BEIG,Independent,44,1,45,0.05
5,BADARPUR,9,ENAM UDDIN,Independent,54,5,59,0.07
5,BADARPUR,10,KABIL MIYA,Independent,158,2,160,0.18
5,BADARPUR,11,NAJIM UDDIN,Independent,126,2,128,0.15
5,BADARPUR,12,BAHAR ASHIK,Independent,110,0,110,0.13
5,BADARPUR,13,RASID AHMED,Independent,123,0,123,0.14
5,BADARPUR,14,RIYAJ UDDIN,Independent,293,0,293,0.33
5,BADARPUR,15,NOTA,None of the Above,1135,14,1149,1.31
6,HAILAKANDI,1,ZAKIR HUSSAIN LASKAR,All India United Democratic Front,70541,516,71057,55.15
6,HAILAKANDI,2,MILON DAS,Bharatiya Janata Party,46720,583,47303,36.72
6,HAILAKANDI,3,SAFIQUE KAMAL BARLASKAR,All India Trinamool Congress,384,5,389,0.3
6,HAILAKANDI,4,MONUJ MOHAN DEB,Bharatiya Gana Parishad,217,9,226,0.18
6,HAILAKANDI,5,SUSHIL PAUL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),126,5,131,0.1
6,HAILAKANDI,6,ABUL HUSSAIN BARBHUIYA,Independent,84,0,84,0.07
6,HAILAKANDI,7,WAHIDUL ISLAM CHOUDHURY,Independent,84,0,84,0.07
6,HAILAKANDI,8,KSHITISH RANJAN PAUL,Independent,484,5,489,0.38
6,HAILAKANDI,9,GULA AHMED MAZUMDER,Independent,138,0,138,0.11
6,HAILAKANDI,10,BINOY KUMAR ROY,Independent,119,7,126,0.1
6,HAILAKANDI,11,MUJIB AHMED CHOUDHURY,Independent,617,3,620,0.48
6,HAILAKANDI,12,SAIDUR RAHMAN BARBHUIYA,Independent,542,1,543,0.42
6,HAILAKANDI,13,HILAL UDDIN LASKAR,Independent,6517,66,6583,5.11
6,HAILAKANDI,14,NOTA,None of the Above,1058,5,1063,0.83
7,KATLICHERRA,1,SANJEEV ROY,Indian National Congress,2522,0,2522,1.87
7,KATLICHERRA,2,SUZAM UDDIN LASKAR,All India United Democratic Front,70721,0,70721,52.33
7,KATLICHERRA,3,SUBRATA KUMAR NATH,Bharatiya Janata Party,57999,0,57999,42.92
7,KATLICHERRA,4,RAM KUMAR NUNIA,Janata Dal  (United),586,0,586,0.43
7,KATLICHERRA,5,ACHAB UDDIN BARBHUIYA,Independent,173,0,173,0.13
7,KATLICHERRA,6,AFTAB UDDIN BARBHUIYA,Independent,175,0,175,0.13
7,KATLICHERRA,7,ABDUL BASIT LASKAR,Independent,93,0,93,0.07
7,KATLICHERRA,8,AHMED HUSSAIN BARBHUIYA,Independent,155,0,155,0.11
7,KATLICHERRA,9,JOHUR UDDIN TALUKDAR,Independent,131,0,131,0.1
7,KATLICHERRA,10,BADAR UDDIN LASKAR,Independent,80,0,80,0.06
7,KATLICHERRA,11,MOJMUL ISLAM LASKAR,Independent,188,0,188,0.14
7,KATLICHERRA,12,RAJESH PAUL,Independent,229,0,229,0.17
7,KATLICHERRA,13,LUTHFUR RAHMAN LASKAR,Independent,804,0,804,0.59
7,KATLICHERRA,14,SAHAB UDDIN LASKAR,Independent,594,0,594,0.44
7,KATLICHERRA,15,NOTA,None of the Above,688,0,688,0.51
8,ALGAPUR,1,Aftab Uddin Laskar,Asom Gana Parishad,7458,91,7549,5.59
8,ALGAPUR,2,Nijam Uddin Choudhury,All India United Democratic Front,66134,651,66785,49.46
8,ALGAPUR,3,Moon Swarnakar,Bharatiya Janata Party,48894,287,49181,36.42
8,ALGAPUR,4,Simu Das,All India Forward Bloc,549,3,552,0.41
8,ALGAPUR,5,Alim Uddin Laskar,Independent,135,1,136,0.1
8,ALGAPUR,6,Imadul Islam Laskar,Independent,93,2,95,0.07
8,ALGAPUR,7,Kaji Abdul Hakim,Independent,279,1,280,0.21
8,ALGAPUR,8,Gulzar Ahmed Barbhuiya,Independent,339,0,339,0.25
8,ALGAPUR,9,Jahanara Begum Mazumder,Independent,314,0,314,0.23
8,ALGAPUR,10,Daisy Roy,Independent,1588,13,1601,1.19
8,ALGAPUR,11,Badrul Islam Barbhuiya,Independent,1379,24,1403,1.04
8,ALGAPUR,12,Babul Kumar,Independent,2339,4,2343,1.74
8,ALGAPUR,13,Bulbul Alam Choudhury,Independent,534,0,534,0.4
8,ALGAPUR,14,Brojendra Chandra Das,Independent,466,0,466,0.35
8,ALGAPUR,15,Manoj Kumar Malakar,Independent,793,1,794,0.59
8,ALGAPUR,16,Raju Das,Independent,759,1,760,0.56
8,ALGAPUR,17,Raju Deb,Independent,224,0,224,0.17
8,ALGAPUR,18,Samin Ahmed Choudhury,Independent,634,0,634,0.47
8,ALGAPUR,19,Saleh Ahmed Mazumder,Independent,593,1,594,0.44
8,ALGAPUR,20,NOTA,None of the Above,433,9,442,0.33
9,SILCHAR,1,TAMAL KANTI BANIK,Indian National Congress,12754,0,12754,33.71
9,SILCHAR,2,DIPAYAN CHAKRABORTY,Bharatiya Janata Party,20917,0,20917,55.29
9,SILCHAR,3,DULALI CHAKRABORTY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),200,0,200,0.53
9,SILCHAR,4,PRASANTA LASKAR,Republican Party of India (A),44,0,44,0.12
9,SILCHAR,5,BISHWAY CHAMAK GOSWAMI,Bharatiya Gana Parishad,34,0,34,0.09
9,SILCHAR,6,RAJU SINHA,Hindusthan Nirman Dal,357,0,357,0.94
9,SILCHAR,7,ANUP DUTTA,Independent,50,0,50,0.13
9,SILCHAR,8,ANUPAM DEV,Independent,43,0,43,0.11
9,SILCHAR,9,DILIP KUMAR PAUL,Independent,2789,0,2789,7.37
9,SILCHAR,10,BAKTAR UDDIN MAZUMDER,Independent,47,0,47,0.12
9,SILCHAR,11,BAPPI PAUL,Independent,22,0,22,0.06
9,SILCHAR,12,BIJU CHANDA,Independent,24,0,24,0.06
9,SILCHAR,13,RUSNA BEGUM LASKAR,Independent,36,0,36,0.1
9,SILCHAR,14,SHANKAR CHAKRABORTY,Independent,80,0,80,0.21
9,SILCHAR,15,SHUVADIP DATTA,Independent,167,0,167,0.44
9,SILCHAR,16,NOTA,None of the Above,270,0,270,0.71
10,SONAI,1,AMINUL HAQUE LASKAR,Bharatiya Janata Party,35889,0,35889,37.01
10,SONAI,2,KARIM UDDIN BARBHUIYA,All India United Democratic Front,45188,0,45188,46.6
10,SONAI,3,M. SANTI KUMAR SINGHA,All India Trinamool Congress,1634,0,1634,1.69
10,SONAI,4,ANJAN KUMAR CHANDA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),188,0,188,0.19
10,SONAI,5,ANWAR HUSSAIN LASKAR,Samajwadi Party,321,0,321,0.33
10,SONAI,6,ABDUL MATLIB LASKAR,Independent,98,0,98,0.1
10,SONAI,7,ASHISH HALDAR,Independent,10344,0,10344,10.67
10,SONAI,8,ANAMUL HAQUE,Independent,457,0,457,0.47
10,SONAI,9,KARIM UDDIN BARBHUIYA,Independent,171,0,171,0.18
10,SONAI,10,DILIP KUMAR DAS,Independent,200,0,200,0.21
10,SONAI,11,MD NAZRUL ISLAM LASKAR,Independent,160,0,160,0.17
10,SONAI,12,BIJAN PAUL,Independent,538,0,538,0.55
10,SONAI,13,SHUKUMAR SONAR,Independent,328,0,328,0.34
10,SONAI,14,SAYAL AHMED BARBHUIYA,Independent,628,0,628,0.65
10,SONAI,15,NOTA,None of the Above,820,0,820,0.85
11,DHOLAI,1,KAMAKHYA PRASAD MALA,Indian National Congress,61868,308,62176,41.44
11,DHOLAI,2,PARIMAL SUKLA BAIDYA,Bharatiya Janata Party,81896,672,82568,55.03
11,DHOLAI,3,GOUR CHANDRA DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1823,11,1834,1.22
11,DHOLAI,4,RAM RATAN DUSAD,Assam Jatiya Parishad,376,5,381,0.25
11,DHOLAI,5,ANANTA MOHAN ROY,Independent,355,1,356,0.24
11,DHOLAI,6,DIPAK RANJAN ROY,Independent,417,8,425,0.28
11,DHOLAI,7,PARIMAL DAS,Independent,746,4,750,0.5
11,DHOLAI,8,NOTA,None of the Above,1558,3,1561,1.04
12,UDHARBOND,1,AJIT SINGH,Indian National Congress,58674,386,59060,45.28
12,UDHARBOND,2,MIHIR KANTI SHOME,Bharatiya Janata Party,61175,570,61745,47.34
12,UDHARBOND,3,Aynul Hoque Laskar,Assam Jatiya Parishad,802,9,811,0.62
12,UDHARBOND,4,Debojyoti Bhattacharjee,Independent,276,5,281,0.22
12,UDHARBOND,5,Rahul Roy,Independent,5763,33,5796,4.44
12,UDHARBOND,6,Subrata Mazumder,Independent,540,4,544,0.42
12,UDHARBOND,7,Suman Das,Independent,705,5,710,0.54
12,UDHARBOND,8,NOTA,None of the Above,1483,11,1494,1.15
13,LAKHIPUR,1,Kaushik Rai,Bharatiya Janata Party,53721,0,53721,44.61
13,LAKHIPUR,2,Mukesh Pandey,Indian National Congress,41668,0,41668,34.6
13,LAKHIPUR,3,Alim Uddin Mazumder,Assam Jatiya Parishad,2923,0,2923,2.43
13,LAKHIPUR,4,Kshirode Karmakar,Independent,378,0,378,0.31
13,LAKHIPUR,5,Chiranjit Acharjee,Independent,627,0,627,0.52
13,LAKHIPUR,6,Thoiba Singha,Independent,19619,0,19619,16.29
13,LAKHIPUR,7,NOTA,None of the Above,1479,0,1479,1.23
14,BARKHOLA,1,AMALENDU DAS,Bharatiya Janata Party,56906,496,57402,46.12
14,BARKHOLA,2,MISBAHUL ISLAM LASKAR,Indian National Congress,63950,483,64433,51.77
14,BARKHOLA,3,MEHBUB RAHMAN BARBHUIYA,Assam Jatiya Parishad,774,2,776,0.62
14,BARKHOLA,4,NAZMUL HOQUE LASKAR,Independent,261,2,263,0.21
14,BARKHOLA,5,HIFZUR RAHMAN LASKAR,Independent,474,1,475,0.38
14,BARKHOLA,6,NOTA,None of the Above,1095,10,1105,0.89
15,KATIGORA,1,Khalil Uddin Mazumder,Indian National Congress,82610,0,82610,51.28
15,KATIGORA,2,Gautam Roy,Bharatiya Janata Party,75513,0,75513,46.88
15,KATIGORA,3,Abdul Odud Choudhury,Independent,474,0,474,0.29
15,KATIGORA,4,Junaid Ahmed Barbhuiya,Independent,194,0,194,0.12
15,KATIGORA,5,Nasir Uddin Barbhuiya,Independent,139,0,139,0.09
15,KATIGORA,6,Monsur Hassan Choudhury,Independent,196,0,196,0.12
15,KATIGORA,7,GMC SAHAB UDDIN AHMED,Independent,292,0,292,0.18
15,KATIGORA,8,Hilal Ahmed Talukder,Independent,562,0,562,0.35
15,KATIGORA,9,NOTA,None of the Above,1106,0,1106,0.69
16,HAFLONG,1,NANDITA GORLOSA,Bharatiya Janata Party,67119,678,67797,56.73
16,HAFLONG,2,NIRMAL LANGTHASA,Indian National Congress,48659,540,49199,41.16
16,HAFLONG,3,KHANDAN DAULAGUPU,Bhartiya Tribal Party,819,7,826,0.69
16,HAFLONG,4,LONGKI ENGHI,Janata Dal  (United),718,5,723,0.6
16,HAFLONG,5,NOTA,None of the Above,963,10,973,0.81
17,BOKAJAN,1,DAVID RENGMA,National People's Party,1466,6,1472,1.24
17,BOKAJAN,2,NUMAL MOMIN,Bharatiya Janata Party,60404,322,60726,51.05
17,BOKAJAN,3,RATON ENGTI,Indian National Congress,42655,186,42841,36.02
17,BOKAJAN,4,AMLONG INGTI,Communist Party of India  (Marxist-Leninist)  (Liberation),1568,4,1572,1.32
17,BOKAJAN,5,RAJENDRA RONGPI,Autonomous State Demand Committee,3388,22,3410,2.87
17,BOKAJAN,6,SANJAY KEMPRAI,Bhartiya Tribal Party,710,0,710,0.6
17,BOKAJAN,7,SEMSON TERON,Independent,6602,28,6630,5.57
17,BOKAJAN,8,NOTA,None of the Above,1576,8,1584,1.33
18,HOWRAGHAT,1,Chomang Teron,National People's Party,1108,10,1118,1.08
18,HOWRAGHAT,2,Darsing Ronghang,Bharatiya Janata Party,57369,558,57927,55.74
18,HOWRAGHAT,3,Sanjeeb Teron,Indian National Congress,26014,230,26244,25.25
18,HOWRAGHAT,4,Chandra Kanta Terang,Autonomous State Demand Committee,5059,39,5098,4.91
18,HOWRAGHAT,5,Pradip Tokbi,Janata Dal  (United),638,1,639,0.61
18,HOWRAGHAT,6,Rabi Kumar Phangcho,Communist Party of India  (Marxist-Leninist)  (Liberation),1819,14,1833,1.76
18,HOWRAGHAT,7,Rakesh Ronghang,Independent,715,3,718,0.69
18,HOWRAGHAT,8,Suren Kramsa,Independent,8958,32,8990,8.65
18,HOWRAGHAT,9,NOTA,None of the Above,1349,6,1355,1.3
19,DIPHU,1,Sum Ronghang,Indian National Congress,27969,0,27969,24.24
19,DIPHU,2,Bidya Sing Engleng,Bharatiya Janata Party,58549,0,58549,50.74
19,DIPHU,3,Rajen Timung,National People's Party,1022,0,1022,0.89
19,DIPHU,4,Ranjit Kramsa,Communist Party of India  (Marxist-Leninist)  (Liberation),1084,0,1084,0.94
19,DIPHU,5,Hemsing Tisso,Autonomous State Demand Committee,5801,0,5801,5.03
19,DIPHU,6,Jones Ingti Kathar,Independent,17283,0,17283,14.98
19,DIPHU,7,Dilip Sing Bey,Independent,661,0,661,0.57
19,DIPHU,8,Bhogeswar Shyam,Independent,556,0,556,0.48
19,DIPHU,9,Rohili Tokbipi,Independent,769,0,769,0.67
19,DIPHU,10,NOTA,None of the Above,1693,0,1693,1.47
20,BAITHALANGSO,1,Augustine Enghee,Indian National Congress,36226,52,36278,22.24
20,BAITHALANGSO,2,Rupsing Teron,Bharatiya Janata Party,89577,138,89715,55
20,BAITHALANGSO,3,Welcome Teron,National People's Party,1874,7,1881,1.15
20,BAITHALANGSO,4,Sima Engtipi,Janata Dal  (United),942,0,942,0.58
20,BAITHALANGSO,5,Sarsing Engleng,Independent,11537,10,11547,7.08
20,BAITHALANGSO,6,Pratima Engheepi,Independent,1478,1,1479,0.91
20,BAITHALANGSO,7,Bikram Hanse,Independent,17955,10,17965,11.01
20,BAITHALANGSO,8,Rina Beypi,Independent,1218,5,1223,0.75
20,BAITHALANGSO,9,NOTA,None of the Above,2082,0,2082,1.28
21,MANKACHAR,1,AMINUL ISLAM,National People's Party,1911,4,1915,0.95
21,MANKACHAR,2,ZABED ISLAM,Asom Gana Parishad,66030,549,66579,32.94
21,MANKACHAR,3,MD. AMINUL ISLAM,All India United Democratic Front,122748,743,123491,61.09
21,MANKACHAR,4,SAYED HASSAN IMAN,Janata Dal  (United),889,2,891,0.44
21,MANKACHAR,5,SHAHIDUR ALAM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),659,1,660,0.33
21,MANKACHAR,6,ZAMER ALI,Independent,4125,4,4129,2.04
21,MANKACHAR,7,MONOWAR HUSSAIN,Independent,2593,6,2599,1.29
21,MANKACHAR,8,RUKUNUR ZAMAN,Independent,981,2,983,0.49
21,MANKACHAR,9,NOTA,None of the Above,897,1,898,0.44
22,SALMARA SOUTH,1,ASADUL ISLAM,Bharatiya Janata Party,6321,0,6321,5.38
22,SALMARA SOUTH,2,WAZED ALI CHOUDHURY,Indian National Congress,97336,0,97336,82.86
22,SALMARA SOUTH,3,JENAT MOLLAH,Nationalist Congress Party,971,0,971,0.83
22,SALMARA SOUTH,4,ABDUS SOBUR MIAH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1016,0,1016,0.86
22,SALMARA SOUTH,5,TALEB ALI,Janata Dal  (United),158,0,158,0.13
22,SALMARA SOUTH,6,NURAL ISLAM,Rashtriya Ulama Council,801,0,801,0.68
22,SALMARA SOUTH,7,NOZRUL ISLAM,Independent,1280,0,1280,1.09
22,SALMARA SOUTH,8,NURUL ISLAM MOLLAH,Independent,7711,0,7711,6.56
22,SALMARA SOUTH,9,FOZLUL HOQUE CHOUDHURY,Independent,1242,0,1242,1.06
22,SALMARA SOUTH,10,NOTA,None of the Above,634,0,634,0.54
23,DHUBRI,1,DR. DEBAMOY SANYAL,Bharatiya Janata Party,45347,236,45583,26.42
23,DHUBRI,2,NAZRUL HOQUE,All India United Democratic Front,120426,244,120670,69.94
23,DHUBRI,3,AZAD ALI SHEIKH,Assam Jatiya Parishad,1662,6,1668,0.97
23,DHUBRI,4,TAHABIL ALOM SARKAR,Janata Dal  (United),260,1,261,0.15
23,DHUBRI,5,DEWAN HABIBUR RAHMAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),316,0,316,0.18
23,DHUBRI,6,MOBARAK HUSSAIN,Independent,484,5,489,0.28
23,DHUBRI,7,RASUL HOQUE,Independent,2088,3,2091,1.21
23,DHUBRI,8,NOTA,None of the Above,1442,4,1446,0.84
24,GAURIPUR,1,NIZANUR RAHMAN,All India United Democratic Front,60407,0,60407,61.99
24,GAURIPUR,2,BANENDRA KUMAR MUSHAHARY,Bharatiya Janata Party,32443,0,32443,33.29
24,GAURIPUR,3,JABBAR ALI,Janata Dal  (United),351,0,351,0.36
24,GAURIPUR,4,MIR HUSSAIN SARKAR,Republican Party of India (A),535,0,535,0.55
24,GAURIPUR,5,AKUL BARMAN,Independent,190,0,190,0.19
24,GAURIPUR,6,ABDUR REZZAK HOSSAIN,Independent,762,0,762,0.78
24,GAURIPUR,7,KHAGENDRA NATH RAY,Independent,561,0,561,0.58
24,GAURIPUR,8,NIRANJAN PRODHANI,Independent,429,0,429,0.44
24,GAURIPUR,9,MD. MOHIBUL HAQUE,Independent,781,0,781,0.8
24,GAURIPUR,10,NOTA,None of the Above,984,0,984,1.01
25,GOLAKGANJ,1,ASHWINI RAY SARKAR,Bharatiya Janata Party,32666,0,32666,38.29
25,GOLAKGANJ,2,ABDUS SOBAHAN ALI SARKAR,Indian National Congress,43073,0,43073,50.49
25,GOLAKGANJ,3,SAHIDUR RAHMAN,All India Trinamool Congress,569,0,569,0.67
25,GOLAKGANJ,4,ATIKUR RAHMAN,Assam Jatiya Parishad,179,0,179,0.21
25,GOLAKGANJ,5,MOMINUR ALOM,Rashtriya Ulama Council,174,0,174,0.2
25,GOLAKGANJ,6,ABU TAHER BEPARI,Independent,7650,0,7650,8.97
25,GOLAKGANJ,7,NILIMOY PRODHANI,Independent,451,0,451,0.53
25,GOLAKGANJ,8,NOTA,None of the Above,541,0,541,0.63
26,BILASIPARA WEST,1,DR. ABU BAKAR SIDDIQUE,Bharatiya Janata Party,26907,147,27054,16.78
26,BILASIPARA WEST,2,ABDUR REZZAK SHEIKH,All India Trinamool Congress,6422,35,6457,4.01
26,BILASIPARA WEST,3,HAFIZ BASHIR AHMED,All India United Democratic Front,90166,363,90529,56.16
26,BILASIPARA WEST,4,AKBAR ALI MONDAL,The National Road Map Party of India,1624,3,1627,1.01
26,BILASIPARA WEST,5,DR. ANES AHMED,Assam Jatiya Parishad,1511,11,1522,0.94
26,BILASIPARA WEST,6,ALI AKBAR MIAH,Independent,30670,101,30771,19.09
26,BILASIPARA WEST,7,IFTARUL ISLAM PARAMANIK,Independent,1921,5,1926,1.19
26,BILASIPARA WEST,8,NOTA,None of the Above,1298,8,1306,0.81
27,BILASIPARA EAST,1,ASHOK KUMAR SINGHI,Bharatiya Janata Party,66325,443,66768,34.11
27,BILASIPARA EAST,2,SAMSUL HUDA,All India United Democratic Front,115714,354,116068,59.3
27,BILASIPARA EAST,3,ABDUL MONNAF PRAMANIK,Janata Dal  (United),907,1,908,0.46
27,BILASIPARA EAST,4,KANULAL DAS,Assam Jatiya Parishad,3338,37,3375,1.72
27,BILASIPARA EAST,5,PRODIP CHANDRA ROY,Republican Party of India,397,6,403,0.21
27,BILASIPARA EAST,6,MOZNUR RAHMAN,Independent,474,4,478,0.24
27,BILASIPARA EAST,7,MOYNUL HOQUE,Independent,369,2,371,0.19
27,BILASIPARA EAST,8,ABDUL JABBAR,Independent,480,3,483,0.25
27,BILASIPARA EAST,9,JITENDRA NATH ADHIKARY,Independent,631,3,634,0.32
27,BILASIPARA EAST,10,MOMINUR ISLAM,Independent,2888,3,2891,1.48
27,BILASIPARA EAST,11,MOSHLEM UDDIN CHOUDHURY,Independent,1657,0,1657,0.85
27,BILASIPARA EAST,12,NOTA,None of the Above,1706,2,1708,0.87
28,GOSSAIGAON,1,Majendra Narzary,Bodoland Peoples Front,69780,627,70407,45.19
28,GOSSAIGAON,2,Saidur Islam,The National Road Map Party of India,1280,4,1284,0.82
28,GOSSAIGAON,3,Ratan Hasda,Janata Dal  (United),1030,26,1056,0.68
28,GOSSAIGAON,4,Somnath Narzary,"United People’s Party, Liberal",59499,565,60064,38.55
28,GOSSAIGAON,5,Abdul Samad Choudhury,Independent,3810,21,3831,2.46
28,GOSSAIGAON,6,Uttam Kumar Talukdar,Independent,1101,15,1116,0.72
28,GOSSAIGAON,7,Osman Goni SK,Independent,794,3,797,0.51
28,GOSSAIGAON,8,Khairul Anam Khandakar,Independent,9150,24,9174,5.89
28,GOSSAIGAON,9,Riajul Hoque,Independent,1407,5,1412,0.91
28,GOSSAIGAON,10,Ruhit Basumatary,Independent,866,6,872,0.56
28,GOSSAIGAON,11,Surjyanath Tudu,Independent,3966,16,3982,2.56
28,GOSSAIGAON,12,NOTA,None of the Above,1792,9,1801,1.16
29,KOKRAJHAR WEST,1,RABIRAM NARZARY,Bodoland Peoples Front,76826,683,77509,49.68
29,KOKRAJHAR WEST,2,MANARANJAN BRAHMA,"United People’s Party, Liberal",64593,845,65438,41.94
29,KOKRAJHAR WEST,3,RANENDRA KOCH,Janata Dal  (United),901,37,938,0.6
29,KOKRAJHAR WEST,4,RAJENDRA MUSHAHARY,The National Road Map Party of India,827,15,842,0.54
29,KOKRAJHAR WEST,5,KAUSHIK MOHAN BRAHMA,Independent,6636,26,6662,4.27
29,KOKRAJHAR WEST,6,GAUTAM BARO,Independent,1156,10,1166,0.75
29,KOKRAJHAR WEST,7,RANJAY KR. BRAHMA,Independent,1821,11,1832,1.17
29,KOKRAJHAR WEST,8,NOTA,None of the Above,1626,19,1645,1.05
