cid,cname,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,PctVotes
122,TINSUKIA,10,SUBHASISH BHATTACHARJEE (KAJU),Independent,5984,47,6031,4.61
122,TINSUKIA,11,NOTA,None of the Above,2513,26,2539,1.94
123,DIGBOI,1,SHIBANATH CHETIA,Indian National Congress,32063,178,32241,30.08
123,DIGBOI,2,SUREN  PHUKAN,Bharatiya Janata Party,58692,525,59217,55.24
123,DIGBOI,3,PAHLAD NAYAK,Assam Jatiya Parishad,12957,44,13001,12.13
123,DIGBOI,4,NOTA,None of the Above,2724,9,2733,2.55
124,MARGHERITA,1,BHASKAR SHARMA,Bharatiya Janata Party,47407,0,47407,51.47
124,MARGHERITA,2,MANORANJAN BORGOHAIN,Indian National Congress,17069,0,17069,18.53
124,MARGHERITA,3,SANJAY KUMAR DEB,Assam Jatiya Parishad,15977,0,15977,17.35
124,MARGHERITA,4,IGNATIUS EKKA,Independent,8117,0,8117,8.81
124,MARGHERITA,5,BHOGESWAR SHYAM,Independent,878,0,878,0.95
124,MARGHERITA,6,RANTU SONOWAL,Independent,1106,0,1106,1.2
124,MARGHERITA,7,NOTA,None of the Above,1544,0,1544,1.68
125,DOOM DOOMA,1,DURGA BHUMIJ,Indian National Congress,40791,190,40981,34.8
125,DOOM DOOMA,2,RUPESH GOWALA,Bharatiya Janata Party,48872,247,49119,41.71
125,DOOM DOOMA,3,RAJESH KISHAN,Political Justice Party,1693,10,1703,1.45
125,DOOM DOOMA,4,SURESH BHUMIJ,Assam Jatiya Parishad,4321,27,4348,3.69
125,DOOM DOOMA,5,KANAK CHETIA,Independent,2174,7,2181,1.85
125,DOOM DOOMA,6,DEBAJIT MORAN,Independent,921,8,929,0.79
125,DOOM DOOMA,7,LAKHESWAR MORAN,Independent,15224,88,15312,13
125,DOOM DOOMA,8,NOTA,None of the Above,3180,6,3186,2.71
126,SADIYA,1,BOLIN CHETIA,Bharatiya Janata Party,64147,708,64855,45.49
126,SADIYA,2,LAKHIN CHANDRA CHETIA,Indian National Congress,42217,554,42771,30
126,SADIYA,3,JAGADISH BHUYAN,Assam Jatiya Parishad,29532,317,29849,20.94
126,SADIYA,4,TIKENDRA THAPA,Voters Party  International,1086,18,1104,0.77
126,SADIYA,5,RIJUMONI GOGOI,Independent,1041,14,1055,0.74
126,SADIYA,6,LALIT DEORI,Independent,1013,10,1023,0.72
126,SADIYA,7,NOTA,None of the Above,1905,13,1918,1.35
